	protein	scores	predict result
541	allergen_638	0.9999843835830688	allergenicity
542	allergen_1728	0.9999998807907104	allergenicity
543	non-allergen_14999	0.16461221873760223	non-allergenicity
544	non-allergen_24836	0.0021005412563681602	non-allergenicity
545	non-allergen_6868	0.5939555168151855	allergenicity
546	non-allergen_29928	0.005945396143943071	non-allergenicity
547	allergen_2548	0.9986265897750854	allergenicity
548	allergen_1570	0.9993270635604858	allergenicity
549	allergen_2299	0.9999812841415405	allergenicity
550	allergen_3205	0.9997212290763855	allergenicity
551	non-allergen_31417	0.007046117912977934	non-allergenicity
552	allergen_2321	0.9900081157684326	allergenicity
553	non-allergen_16901	0.031148485839366913	non-allergenicity
554	allergen_1205	0.9971299767494202	allergenicity
555	allergen_2189	0.9997938275337219	allergenicity
556	non-allergen_25497	0.04791848361492157	non-allergenicity
557	non-allergen_40963	0.02684839814901352	non-allergenicity
558	allergen_662	0.9995775818824768	allergenicity
559	non-allergen_25555	0.0021608429960906506	non-allergenicity
560	non-allergen_30031	0.0007977133500389755	non-allergenicity
561	allergen_3037	0.9981955885887146	allergenicity
562	allergen_845	1.0	allergenicity
563	non-allergen_18833	0.011464300565421581	non-allergenicity
564	allergen_1020	0.9999996423721313	allergenicity
565	non-allergen_27165	0.14973045885562897	non-allergenicity
566	non-allergen_26466	0.00029879651265218854	non-allergenicity
567	allergen_3346	0.9999912977218628	allergenicity
568	non-allergen_35059	0.1596398800611496	non-allergenicity
569	non-allergen_34528	0.24629223346710205	non-allergenicity
570	allergen_2413	0.9991406202316284	allergenicity
571	non-allergen_7203	0.01249562855809927	non-allergenicity
572	non-allergen_17011	0.05482989549636841	non-allergenicity
573	allergen_2922	0.9999991655349731	allergenicity
574	allergen_1220	0.9787689447402954	allergenicity
575	non-allergen_22665	0.022470183670520782	non-allergenicity
576	non-allergen_29610	0.9963237047195435	allergenicity
577	non-allergen_25478	0.01955012045800686	non-allergenicity
578	non-allergen_3552	0.004395067226141691	non-allergenicity
579	non-allergen_23791	0.010508078150451183	non-allergenicity
580	non-allergen_2398	0.06940501928329468	non-allergenicity
581	non-allergen_7029	0.00034720494295470417	non-allergenicity
582	allergen_1111	0.04121190682053566	non-allergenicity
583	non-allergen_34854	0.005864873994141817	non-allergenicity
584	allergen_902	0.5843202471733093	allergenicity
585	non-allergen_22364	0.0017203735187649727	non-allergenicity
586	allergen_1546	0.9999992847442627	allergenicity
587	non-allergen_8652	0.0007973079336807132	non-allergenicity
588	non-allergen_546	0.009882855229079723	non-allergenicity
589	allergen_914	0.533103883266449	allergenicity
590	non-allergen_22393	0.8101652264595032	allergenicity
591	non-allergen_37411	0.6064372658729553	allergenicity
592	non-allergen_3311	0.40597814321517944	non-allergenicity
593	non-allergen_32799	0.06613969802856445	non-allergenicity
594	allergen_1654	0.9997994303703308	allergenicity
595	allergen_390	0.9989193677902222	allergenicity
596	allergen_3060	0.42373350262641907	non-allergenicity
597	allergen_2333	0.999942421913147	allergenicity
598	non-allergen_3623	0.21461300551891327	non-allergenicity
599	non-allergen_34112	0.0008691980037838221	non-allergenicity
600	allergen_97	0.999998927116394	allergenicity
601	non-allergen_39422	0.004490422084927559	non-allergenicity
602	allergen_3077	0.9994087219238281	allergenicity
603	allergen_1483	0.9992796778678894	allergenicity
604	non-allergen_34856	0.41597849130630493	non-allergenicity
605	non-allergen_13743	0.0014190619112923741	non-allergenicity
606	allergen_3412	0.9997565150260925	allergenicity
607	non-allergen_9529	0.19420693814754486	non-allergenicity
608	non-allergen_484	0.07953447848558426	non-allergenicity
609	non-allergen_25815	0.21569952368736267	non-allergenicity
610	allergen_2933	0.9999996423721313	allergenicity
611	allergen_3329	0.9897512197494507	allergenicity
612	non-allergen_5195	0.22895866632461548	non-allergenicity
613	non-allergen_36491	0.900689423084259	allergenicity
614	allergen_2074	0.9888468384742737	allergenicity
615	non-allergen_14777	0.01018053013831377	non-allergenicity
616	allergen_1743	0.9999865293502808	allergenicity
617	allergen_2991	0.999896764755249	allergenicity
618	non-allergen_25117	0.000611813913565129	non-allergenicity
619	non-allergen_21180	1.4088060197536834e-05	non-allergenicity
620	non-allergen_17034	0.1796002835035324	non-allergenicity
621	allergen_221	0.868439257144928	allergenicity
622	non-allergen_10621	1.6903599941997527e-07	non-allergenicity
623	non-allergen_22617	0.9870229959487915	allergenicity
624	non-allergen_33119	0.14376769959926605	non-allergenicity
625	allergen_1054	0.9999881982803345	allergenicity
626	non-allergen_11613	0.002122184494510293	non-allergenicity
627	non-allergen_33334	0.44547566771507263	non-allergenicity
628	allergen_465	0.9933326840400696	allergenicity
629	allergen_1712	0.9999799728393555	allergenicity
630	non-allergen_8278	0.00035538963857106864	non-allergenicity
631	non-allergen_412	0.0648781806230545	non-allergenicity
632	non-allergen_40462	0.8603107333183289	allergenicity
633	non-allergen_8706	0.0028830748051404953	non-allergenicity
634	allergen_3325	0.00043476372957229614	non-allergenicity
635	non-allergen_29714	0.020547805353999138	non-allergenicity
636	allergen_389	0.9982313513755798	allergenicity
637	non-allergen_20759	0.03290679305791855	non-allergenicity
638	non-allergen_30149	0.0001404207869200036	non-allergenicity
639	allergen_2244	0.9964764714241028	allergenicity
640	non-allergen_15193	0.0049326857551932335	non-allergenicity
641	allergen_2374	0.9999996423721313	allergenicity
642	allergen_1164	0.9979173541069031	allergenicity
643	allergen_1446	0.9999994039535522	allergenicity
644	non-allergen_19523	0.011496167629957199	non-allergenicity
645	non-allergen_16092	0.8471913933753967	allergenicity
646	allergen_482	0.9999978542327881	allergenicity
647	non-allergen_13156	0.025974439457058907	non-allergenicity
648	non-allergen_19823	0.8543059825897217	allergenicity
649	allergen_684	0.8301734328269958	allergenicity
650	allergen_3400	0.9440534710884094	allergenicity
651	allergen_510	0.047328587621450424	non-allergenicity
652	allergen_2113	0.9940565824508667	allergenicity
653	non-allergen_8695	0.02550981193780899	non-allergenicity
654	allergen_1814	0.9994908571243286	allergenicity
655	non-allergen_13348	0.6206293106079102	allergenicity
656	allergen_1088	0.9987928867340088	allergenicity
657	allergen_179	0.943244457244873	allergenicity
658	non-allergen_35986	0.22028926014900208	non-allergenicity
659	allergen_1062	0.933706521987915	allergenicity
660	allergen_1916	0.992412269115448	allergenicity
661	allergen_2698	0.8301315307617188	allergenicity
662	allergen_595	0.9996054768562317	allergenicity
663	allergen_144	0.9999635219573975	allergenicity
664	non-allergen_7773	0.007124106399714947	non-allergenicity
665	allergen_2325	0.9999932050704956	allergenicity
666	allergen_373	0.9999996423721313	allergenicity
667	allergen_2411	0.7379317879676819	allergenicity
668	allergen_1380	0.9999990463256836	allergenicity
669	non-allergen_36024	6.942365416762186e-06	non-allergenicity
670	non-allergen_4971	0.0007864535436965525	non-allergenicity
671	allergen_520	0.9920696020126343	allergenicity
672	allergen_1564	0.9999966621398926	allergenicity
673	allergen_302	0.9999947547912598	allergenicity
674	non-allergen_18353	2.18584591493709e-06	non-allergenicity
675	allergen_1147	0.9990823268890381	allergenicity
676	allergen_3441	0.9966630339622498	allergenicity
677	allergen_3439	0.9803005456924438	allergenicity
678	non-allergen_10586	0.14459562301635742	non-allergenicity
679	non-allergen_39628	0.017056474462151527	non-allergenicity
680	allergen_1448	0.9999842643737793	allergenicity
681	allergen_1527	0.9999918937683105	allergenicity
682	non-allergen_38175	0.0003581621858756989	non-allergenicity
683	allergen_3230	0.992909848690033	allergenicity
684	allergen_3061	0.6904193162918091	allergenicity
685	non-allergen_21982	0.0006083733169361949	non-allergenicity
686	allergen_1179	0.9951409101486206	allergenicity
687	non-allergen_1756	0.011709023267030716	non-allergenicity
688	allergen_1155	0.9999996423721313	allergenicity
689	non-allergen_17346	0.0016232876805588603	non-allergenicity
690	allergen_773	0.9930614829063416	allergenicity
691	allergen_3148	0.9944806098937988	allergenicity
692	non-allergen_35758	0.6644521951675415	allergenicity
693	non-allergen_12450	0.27618858218193054	non-allergenicity
694	non-allergen_26892	0.8489102721214294	allergenicity
695	allergen_2722	0.9999101161956787	allergenicity
696	allergen_231	0.9946476817131042	allergenicity
697	non-allergen_32084	0.0107380086556077	non-allergenicity
698	allergen_623	0.8694753050804138	allergenicity
699	allergen_1824	0.9972270131111145	allergenicity
700	non-allergen_32842	0.053666308522224426	non-allergenicity
701	allergen_1216	0.9998584985733032	allergenicity
702	allergen_2334	0.9999833106994629	allergenicity
703	non-allergen_23457	0.04491870105266571	non-allergenicity
704	allergen_38	0.550462543964386	allergenicity
705	allergen_2566	0.992980420589447	allergenicity
706	allergen_2642	0.999972939491272	allergenicity
707	allergen_2551	0.9799284338951111	allergenicity
708	non-allergen_1342	0.00019681573030538857	non-allergenicity
709	allergen_2101	0.9972499012947083	allergenicity
710	non-allergen_32677	0.1748189777135849	non-allergenicity
711	allergen_278	0.9992271661758423	allergenicity
712	non-allergen_21245	0.9606794714927673	allergenicity
713	allergen_865	0.9994151592254639	allergenicity
714	non-allergen_27861	0.002824523253366351	non-allergenicity
715	allergen_226	0.9999951124191284	allergenicity
716	non-allergen_8999	0.33458712697029114	non-allergenicity
717	non-allergen_14852	0.0027273979503661394	non-allergenicity
718	non-allergen_18816	0.04658052325248718	non-allergenicity
719	allergen_262	0.9999990463256836	allergenicity
720	allergen_2415	0.9997337460517883	allergenicity
721	allergen_705	0.9999992847442627	allergenicity
722	non-allergen_26395	0.11180461198091507	non-allergenicity
723	allergen_342	0.9999998807907104	allergenicity
724	non-allergen_2851	0.14506526291370392	non-allergenicity
725	non-allergen_3977	0.008524633012712002	non-allergenicity
726	allergen_943	0.9609498381614685	allergenicity
727	allergen_81	0.99998939037323	allergenicity
728	allergen_3224	0.9995806813240051	allergenicity
729	non-allergen_15076	0.7352542281150818	allergenicity
730	allergen_2807	0.9989727735519409	allergenicity
731	non-allergen_17528	0.7468404769897461	allergenicity
732	non-allergen_28390	0.1243528425693512	non-allergenicity
733	non-allergen_35258	0.0018527921056374907	non-allergenicity
734	non-allergen_21266	0.03554386645555496	non-allergenicity
735	non-allergen_18811	0.0011210755910724401	non-allergenicity
736	non-allergen_30229	0.011099772527813911	non-allergenicity
737	non-allergen_438	0.0574086494743824	non-allergenicity
738	allergen_518	1.0	allergenicity
739	allergen_2472	0.9982134103775024	allergenicity
740	allergen_3023	0.05595334619283676	non-allergenicity
741	non-allergen_18967	0.0033888635225594044	non-allergenicity
742	non-allergen_41034	0.06470002979040146	non-allergenicity
743	allergen_1753	0.9755803942680359	allergenicity
744	non-allergen_23381	0.0003192175936419517	non-allergenicity
745	allergen_291	0.9999927282333374	allergenicity
746	allergen_2075	0.99974125623703	allergenicity
747	non-allergen_12557	0.0017268683295696974	non-allergenicity
748	allergen_563	0.9716459512710571	allergenicity
749	non-allergen_35206	0.03673034906387329	non-allergenicity
750	non-allergen_9677	0.0032737681176513433	non-allergenicity
751	allergen_2372	0.9999991655349731	allergenicity
752	allergen_1981	0.9974876642227173	allergenicity
753	non-allergen_16315	0.007668124511837959	non-allergenicity
754	allergen_2121	0.9998486042022705	allergenicity
755	allergen_1085	0.7164366841316223	allergenicity
756	non-allergen_13911	0.937130868434906	allergenicity
757	non-allergen_11594	0.21263480186462402	non-allergenicity
758	allergen_360	0.999222993850708	allergenicity
759	allergen_3432	0.02269904874265194	non-allergenicity
760	allergen_955	0.876880407333374	allergenicity
761	allergen_1864	0.9999462366104126	allergenicity
762	allergen_1661	0.9999445676803589	allergenicity
763	non-allergen_6373	0.855207085609436	allergenicity
764	non-allergen_39527	0.18238268792629242	non-allergenicity
765	non-allergen_22900	0.7842823266983032	allergenicity
766	allergen_70	0.9995104074478149	allergenicity
767	non-allergen_17923	0.7698838114738464	allergenicity
768	allergen_270	0.9187659621238708	allergenicity
769	allergen_519	0.99289470911026	allergenicity
770	non-allergen_37517	0.0195558313280344	non-allergenicity
771	allergen_3151	0.9999186992645264	allergenicity
772	allergen_1107	0.007680390030145645	non-allergenicity
773	non-allergen_29058	0.0393684096634388	non-allergenicity
774	allergen_1750	0.9989967942237854	allergenicity
775	non-allergen_2947	0.2124403864145279	non-allergenicity
776	non-allergen_36184	0.01599077694118023	non-allergenicity
777	allergen_3248	0.998009979724884	allergenicity
778	allergen_962	0.9843447804450989	allergenicity
779	non-allergen_7101	0.7493103742599487	allergenicity
780	non-allergen_9490	3.87676918762736e-05	non-allergenicity
781	non-allergen_35395	0.11468788981437683	non-allergenicity
782	allergen_3278	0.9994326233863831	allergenicity
783	allergen_2392	0.9999998807907104	allergenicity
784	non-allergen_14630	0.000909263442736119	non-allergenicity
785	allergen_2687	0.9999967813491821	allergenicity
786	allergen_2627	1.0	allergenicity
787	non-allergen_28216	0.5463298559188843	allergenicity
788	non-allergen_10561	0.061795707792043686	non-allergenicity
789	non-allergen_10544	0.018294842913746834	non-allergenicity
790	non-allergen_20436	0.005768636241555214	non-allergenicity
791	non-allergen_16074	0.025528565049171448	non-allergenicity
792	non-allergen_29442	0.9670579433441162	allergenicity
793	non-allergen_28283	0.8684892058372498	allergenicity
794	non-allergen_18739	0.08619403839111328	non-allergenicity
795	non-allergen_10567	0.00028488790849223733	non-allergenicity
796	non-allergen_25806	0.013748112134635448	non-allergenicity
797	allergen_1242	0.9663065671920776	allergenicity
798	non-allergen_22926	0.015207625925540924	non-allergenicity
799	allergen_724	0.9999606609344482	allergenicity
800	allergen_1648	1.0	allergenicity
801	allergen_472	0.9999887943267822	allergenicity
802	non-allergen_18533	0.6236536502838135	allergenicity
803	allergen_2515	0.9999997615814209	allergenicity
804	allergen_2371	0.9999998807907104	allergenicity
805	allergen_3280	0.027590041980147362	non-allergenicity
806	non-allergen_29202	0.40162158012390137	non-allergenicity
807	non-allergen_6798	0.5090197324752808	allergenicity
808	non-allergen_28549	0.2503913342952728	non-allergenicity
809	allergen_1641	0.9953997731208801	allergenicity
810	non-allergen_41176	0.03810688853263855	non-allergenicity
811	non-allergen_22624	0.19205506145954132	non-allergenicity
812	allergen_1741	0.9999998807907104	allergenicity
813	non-allergen_33321	0.00801058392971754	non-allergenicity
814	allergen_1113	0.9727180004119873	allergenicity
815	non-allergen_32840	0.8053274750709534	allergenicity
816	allergen_1151	0.8317677974700928	allergenicity
817	allergen_527	0.9999991655349731	allergenicity
818	non-allergen_12878	0.02761676535010338	non-allergenicity
819	non-allergen_4405	0.0018407702445983887	non-allergenicity
820	allergen_1209	0.980215311050415	allergenicity
821	allergen_727	0.9371461868286133	allergenicity
822	allergen_2974	0.9999997615814209	allergenicity
823	allergen_1130	1.0	allergenicity
824	allergen_1382	0.9999972581863403	allergenicity
825	non-allergen_10200	0.22727634012699127	non-allergenicity
826	allergen_204	0.9999958276748657	allergenicity
827	allergen_3072	0.9999511241912842	allergenicity
828	non-allergen_6155	0.00036266559618525207	non-allergenicity
829	non-allergen_34144	0.001876204158179462	non-allergenicity
830	allergen_3165	0.9946830868721008	allergenicity
831	non-allergen_10853	0.014484453946352005	non-allergenicity
832	non-allergen_23238	0.0006537454319186509	non-allergenicity
833	non-allergen_10583	0.0244758240878582	non-allergenicity
834	non-allergen_18944	0.6926051378250122	allergenicity
835	non-allergen_24975	1.341140341537539e-05	non-allergenicity
836	allergen_2746	0.9342707991600037	allergenicity
837	allergen_1002	0.9999992847442627	allergenicity
838	non-allergen_15671	0.043728772550821304	non-allergenicity
839	non-allergen_26634	0.04219942167401314	non-allergenicity
840	allergen_838	0.9999755620956421	allergenicity
841	non-allergen_5604	0.011677397415041924	non-allergenicity
842	non-allergen_14905	0.08463433384895325	non-allergenicity
843	non-allergen_26134	0.043228279799222946	non-allergenicity
844	non-allergen_10448	0.001036116387695074	non-allergenicity
845	non-allergen_25203	0.9877220988273621	allergenicity
846	allergen_3476	0.9999805688858032	allergenicity
847	allergen_1688	0.9953563809394836	allergenicity
848	allergen_1877	0.9998252987861633	allergenicity
849	allergen_675	0.9971568584442139	allergenicity
850	non-allergen_10865	0.013362998142838478	non-allergenicity
851	allergen_292	0.9999996423721313	allergenicity
852	allergen_3534	0.9999690055847168	allergenicity
853	non-allergen_9261	0.12845967710018158	non-allergenicity
854	allergen_627	0.9988553524017334	allergenicity
855	allergen_1029	0.9168286323547363	allergenicity
856	allergen_1429	0.9999796152114868	allergenicity
857	non-allergen_24981	0.0015860217390581965	non-allergenicity
858	allergen_1402	0.9964795708656311	allergenicity
859	non-allergen_6225	0.014928324148058891	non-allergenicity
860	allergen_1505	0.9999983310699463	allergenicity
861	allergen_1905	0.9999349117279053	allergenicity
862	non-allergen_17461	0.0020293225534260273	non-allergenicity
863	allergen_1679	0.9998286962509155	allergenicity
864	non-allergen_32982	0.001649561570957303	non-allergenicity
865	non-allergen_22253	0.03942158818244934	non-allergenicity
866	non-allergen_23478	0.0013098421040922403	non-allergenicity
867	allergen_2456	0.9586634635925293	allergenicity
868	allergen_232	0.9999707937240601	allergenicity
869	non-allergen_25023	1.53347627929179e-05	non-allergenicity
870	non-allergen_20274	0.6691566705703735	allergenicity
871	non-allergen_39249	0.004204723052680492	non-allergenicity
872	allergen_1447	0.9999990463256836	allergenicity
873	allergen_976	0.9909084439277649	allergenicity
874	non-allergen_39294	0.6669172644615173	allergenicity
875	allergen_2347	0.9999074935913086	allergenicity
876	non-allergen_13896	0.020898202434182167	non-allergenicity
877	allergen_1336	0.9998582601547241	allergenicity
878	non-allergen_36539	0.3380078375339508	non-allergenicity
879	non-allergen_2514	0.02356698550283909	non-allergenicity
880	allergen_469	0.8882264494895935	allergenicity
881	allergen_3187	0.9883516430854797	allergenicity
882	allergen_923	0.9326923489570618	allergenicity
883	non-allergen_27774	0.00027002798742614686	non-allergenicity
884	non-allergen_10516	0.690311074256897	allergenicity
885	non-allergen_11388	0.2636506259441376	non-allergenicity
886	allergen_827	0.9999412298202515	allergenicity
887	allergen_16	0.999836802482605	allergenicity
888	allergen_800	0.9999817609786987	allergenicity
889	allergen_3026	0.9894450306892395	allergenicity
890	allergen_2591	0.9968538880348206	allergenicity
891	non-allergen_3531	0.04046156629920006	non-allergenicity
892	non-allergen_37071	0.0050717918202281	non-allergenicity
893	non-allergen_27425	0.010790658183395863	non-allergenicity
894	allergen_2420	0.999996542930603	allergenicity
895	non-allergen_27653	0.02032066322863102	non-allergenicity
896	allergen_1279	0.9999833106994629	allergenicity
897	allergen_1360	0.9999759197235107	allergenicity
898	non-allergen_22090	0.004596424289047718	non-allergenicity
899	allergen_173	0.9987958669662476	allergenicity
900	non-allergen_5379	0.00048724323278293014	non-allergenicity
901	non-allergen_38620	0.8846025466918945	allergenicity
902	allergen_535	0.9302208423614502	allergenicity
903	allergen_1219	0.999560534954071	allergenicity
904	non-allergen_310	0.8515729308128357	allergenicity
905	non-allergen_16065	0.0008589320350438356	non-allergenicity
906	allergen_939	0.025301555171608925	non-allergenicity
907	non-allergen_30621	0.0204390287399292	non-allergenicity
908	allergen_46	0.9997743964195251	allergenicity
909	allergen_1655	0.9999040365219116	allergenicity
910	non-allergen_21240	0.02247711271047592	non-allergenicity
911	non-allergen_13116	0.001989167183637619	non-allergenicity
912	allergen_2478	0.9990593791007996	allergenicity
913	allergen_1670	0.9999862909317017	allergenicity
914	non-allergen_15734	0.15202154219150543	non-allergenicity
915	allergen_2719	0.9999915361404419	allergenicity
916	non-allergen_10569	1.6906542441574857e-05	non-allergenicity
917	allergen_313	0.9869797229766846	allergenicity
918	allergen_2035	0.030113404616713524	non-allergenicity
919	allergen_2259	0.9977675676345825	allergenicity
920	allergen_3331	0.9362055063247681	allergenicity
921	non-allergen_5327	0.5577698349952698	allergenicity
922	allergen_1678	0.31436780095100403	non-allergenicity
923	allergen_164	0.222543403506279	non-allergenicity
924	non-allergen_40405	0.9681739807128906	allergenicity
925	non-allergen_30949	0.9554661512374878	allergenicity
926	allergen_1282	0.9999500513076782	allergenicity
927	allergen_2664	0.9834291934967041	allergenicity
928	allergen_1793	0.9999997615814209	allergenicity
929	allergen_833	0.9981518387794495	allergenicity
930	allergen_2593	0.9998689889907837	allergenicity
931	allergen_3069	0.999994158744812	allergenicity
932	allergen_7	0.5444434881210327	allergenicity
933	non-allergen_9708	0.317127525806427	non-allergenicity
934	allergen_3181	0.997559666633606	allergenicity
935	allergen_552	0.9999995231628418	allergenicity
936	allergen_2766	0.8925155997276306	allergenicity
937	allergen_2780	0.9976697564125061	allergenicity
938	non-allergen_6408	0.000414523936342448	non-allergenicity
939	allergen_450	0.9999997615814209	allergenicity
940	allergen_1516	0.9999985694885254	allergenicity
941	allergen_434	0.9999788999557495	allergenicity
942	non-allergen_17779	0.0009002283914014697	non-allergenicity
943	non-allergen_34573	0.00030879376572556794	non-allergenicity
944	non-allergen_7370	0.0004936708719469607	non-allergenicity
945	allergen_404	1.0	allergenicity
946	non-allergen_30723	0.7423592805862427	allergenicity
947	non-allergen_31089	0.7703936100006104	allergenicity
948	non-allergen_5	0.012824027799069881	non-allergenicity
949	allergen_1	0.9999984502792358	allergenicity
950	non-allergen_40801	0.36387360095977783	non-allergenicity
951	non-allergen_34544	0.002878400031477213	non-allergenicity
952	non-allergen_30369	0.05899902433156967	non-allergenicity
953	allergen_1694	0.9996875524520874	allergenicity
954	allergen_2152	0.9627839922904968	allergenicity
955	non-allergen_4191	0.0007823682390153408	non-allergenicity
956	non-allergen_16410	7.761585584376007e-05	non-allergenicity
957	non-allergen_17502	0.03529651463031769	non-allergenicity
958	non-allergen_36691	0.0699031725525856	non-allergenicity
959	allergen_1569	0.9998830556869507	allergenicity
960	non-allergen_15758	0.00033968337811529636	non-allergenicity
961	non-allergen_10082	0.006744746584445238	non-allergenicity
962	non-allergen_39650	0.23118120431900024	non-allergenicity
963	non-allergen_5509	0.9827700853347778	allergenicity
964	allergen_1098	0.8820850849151611	allergenicity
965	non-allergen_35295	0.03641097992658615	non-allergenicity
966	non-allergen_26721	0.8808838725090027	allergenicity
967	non-allergen_37707	1.0956759069813415e-05	non-allergenicity
968	non-allergen_20810	0.0002583155583124608	non-allergenicity
969	allergen_2725	0.966666579246521	allergenicity
970	non-allergen_39109	0.01012793555855751	non-allergenicity
971	non-allergen_1267	0.6535876393318176	allergenicity
972	non-allergen_18870	0.0134154437109828	non-allergenicity
973	non-allergen_23977	0.0018813046626746655	non-allergenicity
974	allergen_1342	0.9999946355819702	allergenicity
975	non-allergen_5038	0.27744004130363464	non-allergenicity
976	non-allergen_702	3.661020309664309e-05	non-allergenicity
977	non-allergen_25284	0.017563581466674805	non-allergenicity
978	allergen_290	0.9999992847442627	allergenicity
979	allergen_206	0.999975323677063	allergenicity
980	allergen_222	0.9379578232765198	allergenicity
981	allergen_701	0.20029038190841675	non-allergenicity
982	non-allergen_40547	0.008274465799331665	non-allergenicity
983	non-allergen_4646	0.08815464377403259	non-allergenicity
984	allergen_474	0.9985839128494263	allergenicity
985	allergen_1914	0.9965255856513977	allergenicity
986	allergen_2209	0.9987383484840393	allergenicity
987	non-allergen_37567	3.44073009728163e-06	non-allergenicity
988	non-allergen_8260	0.01744036003947258	non-allergenicity
989	non-allergen_33293	0.0019052332499995828	non-allergenicity
990	non-allergen_39999	0.5620940923690796	allergenicity
991	allergen_3051	0.8381187915802002	allergenicity
992	allergen_2233	0.9999997615814209	allergenicity
993	allergen_490	0.999692440032959	allergenicity
994	allergen_3448	0.7531453967094421	allergenicity
995	allergen_3017	0.19566813111305237	non-allergenicity
996	non-allergen_26785	0.015112754888832569	non-allergenicity
997	non-allergen_13794	0.15988190472126007	non-allergenicity
998	allergen_1630	0.8093203902244568	allergenicity
999	allergen_1311	0.9999549388885498	allergenicity
1000	non-allergen_10102	0.23646961152553558	non-allergenicity
1001	allergen_1213	0.9986894726753235	allergenicity
1002	allergen_1941	0.999995231628418	allergenicity
1003	non-allergen_3408	0.005458632484078407	non-allergenicity
1004	allergen_2175	0.9999974966049194	allergenicity
1005	allergen_3457	0.9276818037033081	allergenicity
1006	allergen_2947	0.9999998807907104	allergenicity
1007	non-allergen_136	0.0012775103095918894	non-allergenicity
1008	allergen_2387	0.9997137188911438	allergenicity
1009	non-allergen_35244	0.022423824295401573	non-allergenicity
1010	allergen_331	0.9991268515586853	allergenicity
1011	allergen_2876	0.9928286671638489	allergenicity
1012	non-allergen_11747	0.012464301660656929	non-allergenicity
1013	allergen_792	0.9984094500541687	allergenicity
1014	allergen_1046	0.8021292686462402	allergenicity
1015	allergen_2671	0.9931513071060181	allergenicity
1016	allergen_677	0.9428285956382751	allergenicity
1017	non-allergen_18168	0.024288706481456757	non-allergenicity
1018	allergen_1091	0.9999908208847046	allergenicity
1019	allergen_3372	0.9990729093551636	allergenicity
1020	allergen_1407	1.0	allergenicity
1021	allergen_1255	0.998708963394165	allergenicity
1022	allergen_2581	0.9897751808166504	allergenicity
1023	allergen_2971	0.9999977350234985	allergenicity
1024	non-allergen_26299	0.0020041181705892086	non-allergenicity
1025	non-allergen_11583	0.008159914053976536	non-allergenicity
1026	allergen_852	0.9957966804504395	allergenicity
1027	allergen_473	0.9999865293502808	allergenicity
1028	allergen_850	0.9999998807907104	allergenicity
1029	non-allergen_27502	0.48550763726234436	non-allergenicity
1030	non-allergen_34511	9.746850992087275e-05	non-allergenicity
1031	allergen_2350	0.9946447610855103	allergenicity
1032	allergen_1471	0.9685635566711426	allergenicity
1033	allergen_2216	0.9999994039535522	allergenicity
1034	non-allergen_37247	0.0769568383693695	non-allergenicity
1035	non-allergen_24620	0.9735139608383179	allergenicity
1036	allergen_780	0.9099805951118469	allergenicity
1037	non-allergen_25364	2.6398377031000564e-06	non-allergenicity
1038	non-allergen_7565	0.002231267746537924	non-allergenicity
1039	non-allergen_29424	0.11763017624616623	non-allergenicity
1040	allergen_35	0.9999972581863403	allergenicity
1041	allergen_654	0.7335308790206909	allergenicity
1042	allergen_1588	0.992942214012146	allergenicity
1043	non-allergen_36650	0.00021634243603330106	non-allergenicity
1044	non-allergen_5649	0.22969689965248108	non-allergenicity
1045	non-allergen_26404	0.1085827574133873	non-allergenicity
1046	allergen_3006	0.7082020044326782	allergenicity
1047	non-allergen_21495	0.2113458663225174	non-allergenicity
1048	non-allergen_10623	0.09492575377225876	non-allergenicity
1049	allergen_185	1.0	allergenicity
1050	non-allergen_33802	2.6810841973201605e-06	non-allergenicity
1051	allergen_3357	0.07697467505931854	non-allergenicity
1052	non-allergen_13420	0.00046258154907263815	non-allergenicity
1053	non-allergen_9898	0.955450713634491	allergenicity
1054	allergen_851	0.9997052550315857	allergenicity
1055	non-allergen_19726	0.00027043739100918174	non-allergenicity
1056	allergen_3282	0.00016816490096971393	non-allergenicity
1057	allergen_501	0.9999977350234985	allergenicity
1058	non-allergen_31314	0.06445000320672989	non-allergenicity
1059	allergen_895	0.6552074551582336	allergenicity
1060	allergen_2742	0.9985629916191101	allergenicity
1061	allergen_1258	0.9999707937240601	allergenicity
1062	non-allergen_13937	0.041058145463466644	non-allergenicity
1063	non-allergen_40772	0.00011417430505389348	non-allergenicity
1064	allergen_1504	0.9602421522140503	allergenicity
1065	non-allergen_17106	0.08002781867980957	non-allergenicity
1066	non-allergen_39848	0.15059325098991394	non-allergenicity
1067	allergen_2846	0.9992619156837463	allergenicity
1068	non-allergen_37494	0.02608795464038849	non-allergenicity
1069	non-allergen_19149	0.0037302367854863405	non-allergenicity
1070	non-allergen_40634	0.5098327994346619	allergenicity
1071	allergen_592	0.7013486623764038	allergenicity
1072	allergen_2685	0.9973185658454895	allergenicity
1073	allergen_1915	0.9998559951782227	allergenicity
1074	non-allergen_1	0.9923273921012878	allergenicity
1075	allergen_1008	0.9997188448905945	allergenicity
1076	non-allergen_27107	0.001191377523355186	non-allergenicity
1077	allergen_2171	0.9999996423721313	allergenicity
1078	non-allergen_4814	0.0017322294879704714	non-allergenicity
1079	non-allergen_15374	0.2551441490650177	non-allergenicity
1080	non-allergen_40230	0.9937402009963989	allergenicity
1081	allergen_1399	0.9982592463493347	allergenicity
